date,G,ratio
2021-07-07,4,0.021673054050482355
2021-07-07,5,0.0006852052760806258
2021-07-07,6,0.018745493871665464
2021-07-07,7,0.0
2021-07-07,8,0.014618727775582775
2021-07-07,9,0.016156953260242357
2021-07-07,10,0.008883405305367058
2021-07-07,11,0.028556593977154723
2021-07-07,12,0.22259136212624583
2021-07-07,13,0.018172888015717092
2021-07-07,14,0.009821203727020902
2021-07-07,15,0.0
2021-07-07,16,0.30597014925373134
2021-07-07,17,0.06674082313681869
2021-07-07,18,-0.0032520325203252032
2021-07-07,19,0.041401273885350316
2021-07-07,20,0.042492917847025496
2021-07-07,21,0.012512512512512513
2021-07-07,22,0.0
2021-07-07,23,0.0112
2021-07-07,24,0.0
2021-07-07,25,0.0
2021-07-07,26,0.008403361344537815
2021-07-07,27,0.03431372549019608
2021-07-07,28,0.01020408163265306
2021-07-07,29,0.03231292517006803
2021-07-08,0,0.011088248742569732
2021-07-08,1,0.01923512106811496
2021-07-08,2,0.04591836734693878
2021-07-08,3,0.06375838926174496
2021-07-08,4,0.021045665122435473
2021-07-08,5,0.0006831378799954458
2021-07-08,6,0.021561338289962824
2021-07-08,7,0.0
2021-07-08,8,0.014404852160727824
2021-07-08,9,0.003723328082486037
2021-07-08,10,0.008059806097418526
2021-07-08,11,0.027480916030534354
2021-07-08,12,0.058916881571116846
2021-07-08,13,0.020427553444180523
2021-07-08,14,0.009317552253840343
2021-07-08,15,0.0
2021-07-08,16,-0.6461538461538461
2021-07-08,17,0.057210965435041714
2021-07-08,18,-0.0015226494099733535
2021-07-08,19,0.04361370716510903
2021-07-08,20,0.03337041156840934
2021-07-08,21,0.007136739937196688
2021-07-08,22,0.0
2021-07-08,23,0.01116427432216906
2021-07-08,24,0.0
2021-07-08,25,0.0
2021-07-08,26,0.00946372239747634
2021-07-08,27,0.033623910336239106
2021-07-08,28,0.00848356309650053
2021-07-08,29,0.030201342281879193
2021-07-09,0,0.011538876307559582
2021-07-09,1,0.018581081081081082
2021-07-09,2,0.03911845730027548
2021-07-09,3,0.05079191698525397
2021-07-09,4,0.019695044472681066
2021-07-09,5,0.0007342558599265743
2021-07-09,6,0.022988505747126436
2021-07-09,7,0.0
2021-07-09,8,0.014285714285714285
2021-07-09,9,0.0033975084937712344
2021-07-09,10,0.008663778740419861
2021-07-09,11,0.028821410190427176
2021-07-09,12,0.06363105662580268
2021-07-09,13,0.02331002331002331
2021-07-09,14,0.011323196376577159
2021-07-09,15,0.0
2021-07-09,16,-0.41666666666666663
2021-07-09,17,0.05870020964360587
2021-07-09,18,-0.0029795158286778397
2021-07-09,19,0.03560830860534125
2021-07-09,20,0.03225806451612903
2021-07-09,21,0.007248396989127404
2021-07-09,22,0.0
2021-07-09,23,0.01080246913580247
2021-07-09,24,0.0
2021-07-09,25,0.0
2021-07-09,26,0.008849557522123894
2021-07-09,27,0.0359520639147803
2021-07-09,28,0.009378663540445486
2021-07-09,29,0.02912621359223301
2021-07-10,0,0.01085810668353363
2021-07-10,1,0.016666666666666666
2021-07-10,2,0.0378657487091222
2021-07-10,3,0.03554119547657512
2021-07-10,4,0.01850499147796445
2021-07-10,5,0.0007362519114232315
2021-07-10,6,0.020717131474103583
2021-07-10,7,0.0
2021-07-10,8,0.01282051282051282
2021-07-10,9,0.0032843067256889905
2021-07-10,10,0.008103172791600092
2021-07-10,11,0.032637774210807914
2021-07-10,12,0.06294256490952006
2021-07-10,13,0.024120603015075376
2021-07-10,14,0.010029116790682626
2021-07-10,15,0.0
2021-07-10,16,-0.5027027027027028
2021-07-10,17,0.05021834061135371
2021-07-10,18,-0.0018804061677322303
2021-07-10,19,0.036253776435045314
2021-07-10,20,0.028465346534653466
2021-07-10,21,0.0062482249360976995
2021-07-10,22,0.0
2021-07-10,23,0.010638297872340425
2021-07-10,24,0.0
2021-07-10,25,0.0
2021-07-10,26,0.008438818565400843
2021-07-10,27,0.03470437017994859
2021-07-10,28,0.008928571428571428
2021-07-10,29,0.0297723292469352
2021-07-11,0,0.009409505520883342
2021-07-11,1,0.015861027190332326
2021-07-11,2,0.03544450900639163
2021-07-11,3,0.029919042590637098
2021-07-11,4,0.01712368390605114
2021-07-11,5,0.0006837996467035158
2021-07-11,6,0.02148760330578512
2021-07-11,7,0.0
2021-07-11,8,0.011857707509881422
2021-07-11,9,0.003024629122857554
2021-07-11,10,0.008214285714285714
2021-07-11,11,0.033613445378151266
2021-07-11,12,0.06060606060606061
2021-07-11,13,0.019306930693069307
2021-07-11,14,0.009058557101261728
2021-07-11,15,0.0
2021-07-11,16,-0.6962962962962963
2021-07-11,17,0.048554913294797684
2021-07-11,18,-0.0011411182959300114
2021-07-11,19,0.035830618892508145
2021-07-11,20,0.028465346534653466
2021-07-11,21,0.006099331977926227
2021-07-11,22,0.0
2021-07-11,23,0.010447761194029851
2021-07-11,24,0.0
2021-07-11,25,0.0
2021-07-11,26,0.006711409395973154
2021-07-11,27,0.026954177897574125
2021-07-11,28,0.00935672514619883
2021-07-11,29,0.02952029520295203
2021-07-12,0,0.009012803234501349
2021-07-12,1,0.015044408192858438
2021-07-12,2,0.03261390887290167
2021-07-12,3,0.02860207365033965
2021-07-12,4,0.015039447731755423
2021-07-12,5,0.0007338828045613639
2021-07-12,6,0.023140495867768597
2021-07-12,7,0.0
2021-07-12,8,0.012293507491356126
2021-07-12,9,0.00282333960742135
2021-07-12,10,0.007741027445460944
2021-07-12,11,0.02700096432015429
2021-07-12,12,0.06312476860422066
2021-07-12,13,0.020313942751615882
2021-07-12,14,0.009058557101261728
2021-07-12,15,0.0
2021-07-12,16,-0.29508196721311475
2021-07-12,17,0.048554913294797684
2021-07-12,18,-0.0009566326530612244
2021-07-12,19,0.03216374269005848
2021-07-12,20,0.02528977871443625
2021-07-12,21,0.005187747035573122
2021-07-12,22,0.0
2021-07-12,23,0.01026392961876833
2021-07-12,24,0.0
2021-07-12,25,0.0
2021-07-12,26,0.006570302233902759
2021-07-12,27,0.026917900403768506
2021-07-12,28,0.00935672514619883
2021-07-12,29,0.026690391459074734
2021-07-13,0,0.008291873963515753
2021-07-13,1,0.014682747771368642
2021-07-13,2,0.03419972640218878
2021-07-13,3,0.025296689569019367
2021-07-13,4,0.0159846547314578
2021-07-13,5,0.0007477833564790087
2021-07-13,6,0.009852216748768473
2021-07-13,7,0.0
2021-07-13,8,0.012281354670636397
2021-07-13,9,0.002771545466543487
2021-07-13,10,0.007283593239331403
2021-07-13,11,0.02902621722846442
2021-07-13,12,0.05987914301409998
2021-07-13,13,0.020100502512562814
2021-07-13,14,0.009382076997735361
2021-07-13,15,0.0
2021-07-13,16,-0.24930747922437674
2021-07-13,17,0.04594330400782014
2021-07-13,18,-0.000613685179502915
2021-07-13,19,0.028645833333333336
2021-07-13,20,0.026343519494204423
2021-07-13,21,0.005474886931682933
2021-07-13,22,0.0
2021-07-13,23,0.009845288326300985
2021-07-13,24,0.0
2021-07-13,25,0.0
2021-07-13,26,0.0049261083743842365
2021-07-13,27,0.02702702702702703
2021-07-13,28,0.00851063829787234
2021-07-13,29,0.022222222222222223
2021-07-14,0,0.008375333530981322
2021-07-14,1,0.014978121844496803
2021-07-14,2,0.03233364573570759
2021-07-14,3,0.026253687315634218
2021-07-14,4,0.01632926965663796
2021-07-14,5,0.0007367257801399779
2021-07-14,6,0.009995654063450673
2021-07-14,7,0.0
2021-07-14,8,0.010262601871415635
2021-07-14,9,0.002595380223202699
2021-07-14,10,0.0075146117450598385
2021-07-14,11,0.02848242100578549
2021-07-14,12,0.060249554367201426
2021-07-14,13,0.018733273862622656
2021-07-14,14,0.0059101654846335705
2021-07-14,15,0.0
2021-07-14,16,-0.22443890274314215
2021-07-14,17,0.04329461457233369
2021-07-14,18,-0.0017878426698450535
2021-07-14,19,0.023752969121140142
2021-07-14,20,0.029481132075471695
2021-07-14,21,0.004327963452753066
2021-07-14,22,0.0
2021-07-14,23,0.008053691275167786
2021-07-14,24,0.0
2021-07-14,25,0.0
2021-07-14,26,0.004624277456647398
2021-07-14,27,0.026109660574412535
2021-07-14,28,0.00788091068301226
2021-07-14,29,0.0196078431372549
2021-07-15,0,0.008102403486076121
2021-07-15,1,0.013120455263989883
2021-07-15,2,0.03007846556233653
2021-07-15,3,0.028156996587030712
2021-07-15,4,0.015054452274183215
2021-07-15,5,0.0007806807536171541
2021-07-15,6,0.010652463382157123
2021-07-15,7,0.0
2021-07-15,8,0.010443864229765013
2021-07-15,9,0.0025693730729701952
2021-07-15,10,0.007686191359660748
2021-07-15,11,0.026923076923076925
2021-07-15,12,0.059107358262967424
2021-07-15,13,0.01680672268907563
2021-07-15,14,0.006895193065405832
2021-07-15,15,0.0
2021-07-15,16,-0.18813905930470348
2021-07-15,17,0.04395604395604395
2021-07-15,18,-0.0017306028266512836
2021-07-15,19,0.02660753880266075
2021-07-15,20,0.024764150943396224
2021-07-15,21,0.004871259568545581
2021-07-15,22,0.0
2021-07-15,23,0.007407407407407407
2021-07-15,24,0.0
2021-07-15,25,0.0
2021-07-15,26,0.004282655246252676
2021-07-15,27,0.024193548387096774
2021-07-15,28,0.007311129163281885
2021-07-15,29,0.01903367496339678
2021-07-16,0,0.007407407407407408
2021-07-16,1,0.012538699690402477
2021-07-16,2,0.0290893760539629
2021-07-16,3,0.02538339502908514
2021-07-16,4,0.014408060453400503
2021-07-16,5,0.000765814060346148
2021-07-16,6,0.009865470852017937
2021-07-16,7,0.0
2021-07-16,8,0.009639217846323328
2021-07-16,9,0.0024925224327018943
2021-07-16,10,0.007871321013004792
2021-07-16,11,0.016464891041162225
2021-07-16,12,0.0577019568489714
2021-07-16,13,0.015959252971137525
2021-07-16,14,0.008532827684285376
2021-07-16,15,0.0
2021-07-16,16,-0.15409309791332262
2021-07-16,17,0.04021937842778793
2021-07-16,18,-0.002733734281027884
2021-07-16,19,0.020876826722338204
2021-07-16,20,0.023584905660377357
2021-07-16,21,0.004879130627633622
2021-07-16,22,0.0
2021-07-16,23,0.006984866123399301
2021-07-16,24,0.0
2021-07-16,25,0.0
2021-07-16,26,0.003980099502487562
2021-07-16,27,0.03120567375886525
2021-07-16,28,0.006818181818181819
2021-07-16,29,0.01768707482993197
2021-07-17,0,0.0061711079943899015
2021-07-17,1,0.012250516173434273
2021-07-17,2,0.027838190517616355
2021-07-17,3,0.02106649111257406
2021-07-17,4,0.014092720380989406
2021-07-17,5,0.00046113644515038174
2021-07-17,6,0.009140767824497256
2021-07-17,7,0.0
2021-07-17,8,0.0089213300892133
2021-07-17,9,0.0024925224327018943
2021-07-17,10,0.007349685645975383
2021-07-17,11,0.016153457849570924
2021-07-17,12,0.05602429969625379
2021-07-17,13,0.016441359152356595
2021-07-17,14,0.008295804693055226
2021-07-17,15,0.0
2021-07-17,16,-0.1643835616438356
2021-07-17,17,0.03517110266159696
2021-07-17,18,-0.004182933630786392
2021-07-17,19,0.02178649237472767
2021-07-17,20,0.02723146747352496
2021-07-17,21,0.004762984803810388
2021-07-17,22,0.0
2021-07-17,23,0.006644518272425249
2021-07-17,24,0.0
2021-07-17,25,0.0
2021-07-17,26,0.0036900369003690036
2021-07-17,27,0.03202328966521106
2021-07-17,28,0.005669737774627923
2021-07-17,29,0.018284106891701825
2021-07-18,0,0.005382243820870565
2021-07-18,1,0.012054439403758912
2021-07-18,2,0.02756439222774514
2021-07-18,3,0.019877352505815186
2021-07-18,4,0.011914813772398912
2021-07-18,5,0.0004123498788722231
2021-07-18,6,0.008907641819034223
2021-07-18,7,0.0
2021-07-18,8,0.008647140864714086
2021-07-18,9,0.0024925224327018943
2021-07-18,10,0.0076755424997631
2021-07-18,11,0.013415892672858616
2021-07-18,12,0.05450519502640095
2021-07-18,13,0.011458915595304639
2021-07-18,14,0.007347712728134629
2021-07-18,15,0.0
2021-07-18,16,-0.18968692449355434
2021-07-18,17,0.03206997084548105
2021-07-18,18,-0.004519774011299435
2021-07-18,19,0.02036199095022625
2021-07-18,20,0.02420574886535552
2021-07-18,21,0.004842056721235877
2021-07-18,22,0.0
2021-07-18,23,0.0062176165803108805
2021-07-18,24,0.0
2021-07-18,25,0.0
2021-07-18,26,0.0034602076124567475
2021-07-18,27,0.018651362984218076
2021-07-18,28,0.006493506493506494
2021-07-18,29,0.013196480938416423
2021-07-19,0,0.005738809321822446
2021-07-19,1,0.011468738438771735
2021-07-19,2,0.022608125819134996
2021-07-19,3,0.017838622692387472
2021-07-19,4,0.0106544901065449
2021-07-19,5,0.0003520064366891281
2021-07-19,6,0.004870546013842605
2021-07-19,7,0.0
2021-07-19,8,0.008645533141210374
2021-07-19,9,0.0022740193291642978
2021-07-19,10,0.0067415730337078645
2021-07-19,11,0.011678200692041524
2021-07-19,12,0.04923547400611621
2021-07-19,13,0.009733487833140209
2021-07-19,14,0.007347712728134629
2021-07-19,15,0.0
2021-07-19,16,-0.1016949152542373
2021-07-19,17,0.03206997084548105
2021-07-19,18,-0.0011896264572924102
2021-07-19,19,0.01736111111111111
2021-07-19,20,0.013215859030837005
2021-07-19,21,0.004651162790697674
2021-07-19,22,0.0
2021-07-19,23,0.006856023506366308
2021-07-19,24,0.0
2021-07-19,25,0.0
2021-07-19,26,0.0024449877750611247
2021-07-19,27,0.01846590909090909
2021-07-19,28,0.005930318754633061
2021-07-19,29,0.012129380053908357
2021-07-20,0,0.005093535839970365
2021-07-20,1,0.009976525821596244
2021-07-20,2,0.02272010097822657
2021-07-20,3,0.015881913303437967
2021-07-20,4,0.009956709956709957
2021-07-20,5,0.0002768549280177187
2021-07-20,6,0.003517823639774859
2021-07-20,7,0.0
2021-07-20,8,0.008255933952528379
2021-07-20,9,0.00222000222000222
2021-07-20,10,0.006217694209304067
2021-07-20,11,0.010836584308625921
2021-07-20,12,0.04631864815932408
2021-07-20,13,0.009156729131175469
2021-07-20,14,0.00711068973690448
2021-07-20,15,0.0
2021-07-20,16,-0.09532710280373832
2021-07-20,17,0.02797761790567546
2021-07-20,18,-0.0011402508551881414
2021-07-20,19,0.016224188790560472
2021-07-20,20,0.013215859030837005
2021-07-20,21,0.0045445938269267185
2021-07-20,22,0.0
2021-07-20,23,0.005494505494505494
2021-07-20,24,0.0
2021-07-20,25,0.0
2021-07-20,26,0.002291825821237586
2021-07-20,27,0.018791946308724834
2021-07-20,28,0.005305039787798408
2021-07-20,29,0.010169491525423728
2021-07-21,0,0.004613319912766314
2021-07-21,1,0.009385954992649555
2021-07-21,2,0.01957186544342508
2021-07-21,3,0.014196841601531342
2021-07-21,4,0.010475152937232883
2021-07-21,5,0.0002716161158895428
2021-07-21,6,0.0036215482118605704
2021-07-21,7,0.0
2021-07-21,8,0.0067425200168562995
2021-07-21,9,0.0031945479714620383
2021-07-21,10,0.008027006751687922
2021-07-21,11,0.010052271813429834
2021-07-21,12,0.044214212753538595
2021-07-21,13,0.009253139458030402
2021-07-21,14,0.004731627975750406
2021-07-21,15,0.0
2021-07-21,16,-0.08578637510513036
2021-07-21,17,0.030042918454935626
2021-07-21,18,-0.0013057671381936887
2021-07-21,19,0.013140604467805518
2021-07-21,20,0.014111006585136405
2021-07-21,21,0.004465116279069767
2021-07-21,22,0.0
2021-07-21,23,0.005897219882055603
2021-07-21,24,0.0
2021-07-21,25,0.0
2021-07-21,26,0.002807017543859649
2021-07-21,27,0.01794871794871795
2021-07-21,28,0.00446927374301676
2021-07-21,29,0.0065005417118093175
2021-07-22,0,0.0042941288238647155
2021-07-22,1,0.008897165321746328
2021-07-22,2,0.01664876476906552
2021-07-22,3,0.011263467189030362
2021-07-22,4,0.010263455632778406
2021-07-22,5,0.0003110419906687403
2021-07-22,6,0.0033848106621535857
2021-07-22,7,0.0
2021-07-22,8,0.007207890743550835
2021-07-22,9,0.002973240832507433
2021-07-22,10,0.007927769213829552
2021-07-22,11,0.00919793966151582
2021-07-22,12,0.04103818453594238
2021-07-22,13,0.008370644344948414
2021-07-22,14,0.004731627975750406
2021-07-22,15,0.0
2021-07-22,16,-0.07379518072289157
2021-07-22,17,0.026102610261026105
2021-07-22,18,-0.0004065040650406504
2021-07-22,19,0.01426872770511296
2021-07-22,20,0.0121765601217656
2021-07-22,21,0.004187750828825685
2021-07-22,22,0.0
2021-07-22,23,0.004640371229698376
2021-07-22,24,0.0
2021-07-22,25,0.0
2021-07-22,26,0.003201024327784891
2021-07-22,27,0.012062726176115802
2021-07-22,28,0.004179728317659352
2021-07-22,29,0.008146639511201629
2021-07-23,0,0.004318087605361337
2021-07-23,1,0.00832854681217691
2021-07-23,2,0.014638828893688505
2021-07-23,3,0.010661980082015231
2021-07-23,4,0.009921711495232927
2021-07-23,5,0.00034618546886494437
2021-07-23,6,0.0032952122504361307
2021-07-23,7,0.0
2021-07-23,8,0.007165755232887045
2021-07-23,9,0.002088872009115078
2021-07-23,10,0.008729874776386403
2021-07-23,11,0.006863417982155113
2021-07-23,12,0.03841162730339995
2021-07-23,13,0.008340727595385981
2021-07-23,14,0.006850518180221325
2021-07-23,15,0.0
2021-07-23,16,-0.038816295157571096
2021-07-23,17,0.024908424908424907
2021-07-23,18,0.00019286403085824492
2021-07-23,19,0.013874066168623264
2021-07-23,20,0.01293759512937595
2021-07-23,21,0.004455445544554456
2021-07-23,22,0.0
2021-07-23,23,0.004189944134078212
2021-07-23,24,0.0
2021-07-23,25,0.0
2021-07-23,26,0.0029205607476635513
2021-07-23,27,0.012359550561797753
2021-07-23,28,0.0042452830188679245
2021-07-23,29,0.007655502392344498
2021-07-24,0,0.0040242096452256775
2021-07-24,1,0.00704721634954193
2021-07-24,2,0.014836795252225518
2021-07-24,3,0.00951584230889888
2021-07-24,4,0.009793174011547175
2021-07-24,5,0.001044932079414838
2021-07-24,6,0.003147128245476003
2021-07-24,7,0.0
2021-07-24,8,0.005926442391493812
2021-07-24,9,0.002006880733944954
2021-07-24,10,0.00831415633583253
2021-07-24,11,0.006763972944108223
2021-07-24,12,0.03440548378592143
2021-07-24,13,0.007216308858019123
2021-07-24,14,0.006850518180221325
2021-07-24,15,0.0
2021-07-24,16,-0.039673278879813305
2021-07-24,17,0.0249798549556809
2021-07-24,18,0.00019297568506368196
2021-07-24,19,0.011917659804983749
2021-07-24,20,0.0169971671388102
2021-07-24,21,0.004543160020191823
2021-07-24,22,0.0
2021-07-24,23,0.003182686187141948
2021-07-24,24,0.0
2021-07-24,25,0.0
2021-07-24,26,0.002704164413196322
2021-07-24,27,0.011340206185567012
2021-07-24,28,0.003337505214851898
2021-07-24,29,0.007782101167315174
2021-07-25,0,0.0037377450980392154
2021-07-25,1,0.0066171064455518335
2021-07-25,2,0.01476846057571965
2021-07-25,3,0.009098343896953588
2021-07-25,4,0.008300178350939772
2021-07-25,5,0.001060023850536637
2021-07-25,6,0.0030108390204737056
2021-07-25,7,0.0
2021-07-25,8,0.006436189775652814
2021-07-25,9,0.0017277788443079286
2021-07-25,10,0.008293656888342806
2021-07-25,11,0.006593406593406593
2021-07-25,12,0.0309799228825954
2021-07-25,13,0.0064070139942674085
2021-07-25,14,0.007201826804848059
2021-07-25,15,0.0
2021-07-25,16,0.0035842293906810036
2021-07-25,17,0.025445292620865142
2021-07-25,18,0.0003999200159968006
2021-07-25,19,0.011148272017837234
2021-07-25,20,0.0169971671388102
2021-07-25,21,0.004308116491469929
2021-07-25,22,0.0
2021-07-25,23,0.0029463759575721863
2021-07-25,24,0.0
2021-07-25,25,0.0
2021-07-25,26,0.0019704433497536944
2021-07-25,27,0.006036217303822937
2021-07-25,28,0.0025477707006369425
2021-07-25,29,0.006958250497017893
2021-07-26,0,0.004036178298912883
2021-07-26,1,0.006571908910285803
2021-07-26,2,0.01189767995240928
2021-07-26,3,0.008794985847149212
2021-07-26,4,0.007221638655462185
2021-07-26,5,0.001476433844406587
2021-07-26,6,0.0024957104975822804
2021-07-26,7,0.0
2021-07-26,8,0.006056018168054504
2021-07-26,9,0.0015401728416188929
2021-07-26,10,0.008451634202707163
2021-07-26,11,0.005220417633410673
2021-07-26,12,0.027196652719665274
2021-07-26,13,0.006023232468091209
2021-07-26,14,0.00649920955559459
2021-07-26,15,0.0
2021-07-26,16,0.002840012622278321
2021-07-26,17,0.025445292620865142
2021-07-26,18,0.0004948861761794787
2021-07-26,19,0.00856898029134533
2021-07-26,20,0.011805555555555555
2021-07-26,21,0.003727064220183486
2021-07-26,22,0.0
2021-07-26,23,0.0027979854504756574
2021-07-26,24,0.0
2021-07-26,25,0.0
2021-07-26,26,0.0018823529411764704
2021-07-26,27,0.005687203791469194
2021-07-26,28,0.002628120893561104
2021-07-26,29,0.008395522388059701
2021-07-27,0,0.003966467874423315
2021-07-27,1,0.005721320973348784
2021-07-27,2,0.011738401341531582
2021-07-27,3,0.008655126498002663
2021-07-27,4,0.007175970026036704
2021-07-27,5,0.0011404509167470829
2021-07-27,6,0.002313475997686524
2021-07-27,7,0.0
2021-07-27,8,0.0056207637626053885
2021-07-27,9,0.0015661061655126937
2021-07-27,10,0.009008449304174949
2021-07-27,11,0.004991680532445923
2021-07-27,12,0.026410835214446954
2021-07-27,13,0.006099213879100027
2021-07-27,14,0.004344048653344918
2021-07-27,15,0.0
2021-07-27,16,0.00268897520167314
2021-07-27,17,0.024294156270518712
2021-07-27,18,0.0007871536523929471
2021-07-27,19,0.008487654320987654
2021-07-27,20,0.011805555555555555
2021-07-27,21,0.00408107740443477
2021-07-27,22,0.0
2021-07-27,23,0.0021141649048625794
2021-07-27,24,0.0
2021-07-27,25,0.0
